广东移动,#genre#
CCTV-13高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225844/376430600.smil
CCTV-14高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225579/10000100000000060000000000107359_0.smil
CCTV-15高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225847/376430588.smil
CCTV-16高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil
CCTV-17HD,rtsp://60.13.39.18/PLTV/88888910/224/3221225612/10000100000000060000000000804195_0.smil
CCTV-5＋高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225570/10000100000000060000000000107350_0.smil
甘肃卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225480/10000100000000060000000000102557_0.smil
甘肃文化影视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225482/10000100000000060000000000102559_0.smil
甘肃经济标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225481/10000100000000060000000000102558_0.smil
甘肃公共应急标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225483/10000100000000060000000000102560_0.smil
甘肃都市标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225484/10000100000000060000000000102561_0.smil
甘肃少儿标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225485/10000100000000060000000000102562_0.smil
品质生活标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225487/10000100000000060000000000102567_0.smil
陇尚生活标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225486/10000100000000060000000000102566_0.smil
移动电视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225488/10000100000000060000000000102569_0.smil
证券服务标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225532/10000100000000060000000000107312_0.smil
东方卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225533/10000100000000060000000000107313_0.smil
江苏卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225534/10000100000000060000000000107314_0.smil
浙江卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225535/10000100000000060000000000107315_0.smil
安徽卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225536/10000100000000060000000000107316_0.smil
山东卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225537/10000100000000060000000000107317_0.smil
山西卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225538/10000100000000060000000000107318_0.smil
湖南卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225539/10000100000000060000000000107319_0.smil
湖北卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225540/10000100000000060000000000107320_0.smil
江西卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225541/10000100000000060000000000107321_0.smil
重庆卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225542/10000100000000060000000000107322_0.smil
四川卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225543/10000100000000060000000000107323_0.smil
陕西卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225544/10000100000000060000000000107324_0.smil
河南卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225545/10000100000000060000000000107325_0.smil
天津卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225546/10000100000000060000000000107326_0.smil
辽宁卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225547/10000100000000060000000000107327_0.smil
吉林卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225548/10000100000000060000000000107328_0.smil
黑龙江卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225549/10000100000000060000000000107329_0.smil
东南卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225550/10000100000000060000000000107330_0.smil
广东卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225551/10000100000000060000000000107331_0.smil
广西卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225552/10000100000000060000000000107332_0.smil
河北卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225553/10000100000000060000000000107333_0.smil
云南卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225554/10000100000000060000000000107334_0.smil
贵州卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225555/10000100000000060000000000107335_0.smil
海南卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225556/10000100000000060000000000107336_0.smil
北京卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225557/10000100000000060000000000107337_0.smil
深圳卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225558/10000100000000060000000000107338_0.smil
青海卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225559/10000100000000060000000000107339_0.smil
西藏卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225560/10000100000000060000000000107340_0.smil
内蒙古卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225561/10000100000000060000000000107341_0.smil
新疆卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225562/10000100000000060000000000107342_0.smil
宁夏卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225563/10000100000000060000000000107343_0.smil
金鹰卡通标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225564/10000100000000060000000000107344_0.smil
卡酷少儿标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225565/10000100000000060000000000107345_0.smil
纪实人文HD,rtsp://60.13.39.18/PLTV/88888910/224/3221225523/10000100000000060000000000107303_0.smil
CCTV-1标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225495/10000100000000060000000000107275_0.smil
CCTV-2标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225496/10000100000000060000000000107276_0.smil
CCTV-4标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225497/10000100000000060000000000107277_0.smil
CCTV-7标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225498/10000100000000060000000000107278_0.smil
CCTV-9标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225499/10000100000000060000000000107279_0.smil
CCTV-10标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225500/10000100000000060000000000107280_0.smil
CCTV-11标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225501/10000100000000060000000000107281_0.smil
CCTV-12标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225502/10000100000000060000000000107282_0.smil
CCTV-13标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225503/10000100000000060000000000107283_0.smil
CCTV-14标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225504/10000100000000060000000000107284_0.smil
CCTV-15标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225505/10000100000000060000000000107285_0.smil
甘肃卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225489/10000100000000060000000000102570_0.smil
甘肃文化影视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225490/10000100000000060000000000102571_0.smil
甘肃经济高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225493/10000100000000060000000000102578_0.smil
甘肃公共应急高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225491/10000100000000060000000000102575_0.smil
甘肃都市高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225492/10000100000000060000000000102577_0.smil
甘肃少儿高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225494/10000100000000060000000000102582_0.smil
东方卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225531/10000100000000060000000000107311_0.smil
江苏卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225569/10000100000000060000000000107349_0.smil
浙江卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225530/10000100000000060000000000107310_0.smil
安徽卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225524/10000100000000060000000000107304_0.smil
山东卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225526/10000100000000060000000000107306_0.smil
湖南卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225574/10000100000000060000000000107354_0.smil
湖北卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225528/10000100000000060000000000107308_0.smil
天津卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225529/10000100000000060000000000107309_0.smil
辽宁卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225525/10000100000000060000000000107305_0.smil
黑龙江卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225573/10000100000000060000000000107353_0.smil
广东卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225527/10000100000000060000000000107307_0.smil
北京卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225576/10000100000000060000000000107356_0.smil
深圳卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225571/10000100000000060000000000107351_0.smil
中国教育-1标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225566/10000100000000060000000000107346_0.smil
CGTN标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225506/10000100000000060000000000107286_0.smil
CETV4,rtsp://60.13.39.18/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
重庆卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225856/376468527.smil
河北卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225846/376430610.smil
贵州卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225854/376430616.smil
东南卫视高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225853/376430608.smil
安多卫视标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225872/376957310.smil
兰州新闻综合高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225836/375578711.smil
兰州文旅频道高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225823/375578759.smil
武威新闻综合,rstp://124.152.143.102/PLTV/88888910/224/3221225585/10000100000000060000000000178305_0.smil
武威凉州,rtsp://124.152.143.102/PLTV/88888910/224/3221225583/10000100000000060000000000178049_0.smil
肃州电视台,rtsp://60.13.39.18/PLTV/88888910/224/3221225818/373186605.smil
金塔电视台,rtsp://60.13.39.18/PLTV/88888910/224/3221225826/375578764.smil
甘南藏语频道,rtsp://60.13.39.18/PLTV/88888910/224/3221225827/374456774.smil
甘南汉语频道,rtsp://60.13.39.18/PLTV/88888910/224/3221225819/374381817.smil
康乐电视台,rtsp://60.13.39.18/PLTV/88888910/224/3221225828/375578482.smil
和政电视台,rtsp://60.13.39.18/PLTV/88888910/224/3221225829/375939366.smil
嘉峪关综合,rtsp://60.13.39.18/PLTV/88888910/224/3221225607/10000100000000060000000000789667_0.smil
嘉峪关公共,rtsp://60.13.39.18/PLTV/88888910/224/3221225606/10000100000000060000000000789666_0.smil
天水综合频道,rtsp://60.13.39.18/PLTV/88888910/224/3221225595/10000100000000060000000000286111_0.smil
天水公共频道,rtsp://60.13.39.18/PLTV/88888910/224/3221225596/10000100000000060000000000286112_0.smil
玉门电视台,rtsp://60.13.39.18/PLTV/88888910/224/3221225863/376559685.smil
天水综合,rtsp://60.13.39.18/PLTV/88888910/224/3221225866/376769060.smil
天水文旅,rtsp://60.13.39.18/PLTV/88888910/224/3221225869/376769059.smil
陇尚生活高清,rtsp://60.13.39.18/PLTV/88888910/224/3221225597/10000100000000060000000000286113_0.smil
热播剧场标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225522/10000100000000060000000000107302_0.smil
IPTV谍战剧场标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225520/10000100000000060000000000107300_0.smil
IPTV野外标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225519/10000100000000060000000000107299_0.smil
IPTV法治标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225518/10000100000000060000000000107298_0.smil
IPTV相声小品标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225517/10000100000000060000000000107297_0.smil
解密标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225516/10000100000000060000000000107296_0.smil
军事标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225515/10000100000000060000000000107295_0.smil
武侠剧场标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225514/10000100000000060000000000107294_0.smil
喜剧影院标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225513/10000100000000060000000000107293_0.smil
动作影院标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225512/10000100000000060000000000107292_0.smil
家庭影院标清,rtsp://60.13.39.18/PLTV/88888910/224/3221225511/10000100000000060000000000107291_0.smil
爱体育,rtsp://60.13.39.18/PLTV/88888910/224/3221225508/10000100000000060000000000107288_0.smil
爱电影,rtsp://60.13.39.18/PLTV/88888910/224/3221225509/10000100000000060000000000107289_0.smil
爱大剧,rtsp://60.13.39.18/PLTV/88888910/224/3221225510/10000100000000060000000000107290_0.smil
爱综艺,rtsp://60.13.39.18/PLTV/88888910/224/3221225507/10000100000000060000000000107287_0.smil
直播珠峰,rtsp://60.13.39.18/PLTV/88888910/224/3221225590/10000100000000060000000000268750_0.smil


频道,#genre# 
CCTV1,http://121.36.90.79:6008/3415.php?id=CCTV1
CCTV2,http://121.36.90.79:6008/3415.php?id=CCTV2
CCTV3,http://121.36.90.79:6008/3415.php?id=CCTV3
CCTV4,http://121.36.90.79:6008/3415.php?id=CCTV4
CCTV5,http://121.36.90.79:6008/3415.php?id=CCTV5
CCTV5+,http://121.36.90.79:6008/3415.php?id=CCTV55
CCTV6,http://121.36.90.79:6008/3415.php?id=CCTV6
CCTV7,http://121.36.90.79:6008/3415.php?id=CCTV7
CCTV8,http://121.36.90.79:6008/3415.php?id=CCTV8
CCTV9,http://121.36.90.79:6008/3415.php?id=CCTV9
CCTV10,http://121.36.90.79:6008/3415.php?id=CCTV10
CCTV11,http://121.36.90.79:6008/3415.php?id=CCTV11
CCTV12,http://121.36.90.79:6008/3415.php?id=CCTV12
CCTV13,http://121.36.90.79:6008/3415.php?id=CCTV13
CCTV14,http://121.36.90.79:6008/3415.php?id=CCTV14
CCTV15,http://121.36.90.79:6008/3415.php?id=CCTV15
CCTV17,http://121.36.90.79:6008/3415.php?id=CCTV17
凤凰资讯台,http://121.36.90.79:6008/3415.php?id=凤凰资讯20
凤凰香港台,http://121.36.90.79:6008/3415.php?id=凤凰香港20
凤凰中文台,http://121.36.90.79:6008/3415.php?id=凤凰中文20
星空卫视,http://121.36.90.79:6008/3415.php?id=星空卫视20
广东珠江台,http://121.36.90.79:6008/3415.php?id=广东珠江65
广东珠江台2,http://push-rtmp-hs-spe-f5.douyincdn.com/live/77eb678d89cf24849b95d2eb170d7cee.flv
TVB翡翠台,http://121.36.90.79:6008/3415.php?id=港翡翠台20
TVBPLus,http://121.36.90.79:6008/3415.php?id=TVBPLus220
TVB新闻台,http://121.36.90.79:6008/3415.php?id=无线新闻20
TVB明珠台,http://121.36.90.79:6008/3415.php?id=TVB明珠台2
TVB功夫粤语,http://121.36.90.79:6008/3415.php?id=TVB功夫台1
TVB功夫国语,http://121.36.90.79:6008/3415.php?id=TVB功夫台2
东森电影,http://121.36.90.79:6008/3415.php?id=东森电影11
东森洋片,http://121.36.90.79:6008/3415.php?id=东森洋片11
香港ROCK娱乐,http://121.36.90.79:6008/3415.php?id=香港ROCK娱20
天映频道,http://121.36.90.79:6008/3415.php?id=新加天映65
美亚电影国,http://121.36.90.79:6008/3415.php?id=湾美亚电影65
天映经典国,http://121.36.90.79:6008/3415.php?id=马莱天映经
中天新闻,http://121.36.90.79:6008/3415.php?id=中天新闻台
民视第一台,http://121.36.90.79:6008/3415.php?id=民视第一台1
中视,http://121.36.90.79:6008/3415.php?id=中视111111
TVBS新闻,http://121.36.90.79:6008/3415.php?id=TVBS新闻台
TVBS欢乐,http://121.36.90.79:6008/3415.php?id=TVBS欢乐台
东森新闻,http://121.36.90.79:6008/3415.php?id=东森新闻11
随机播放1,http://121.36.90.79:6008/3415.php?id=随机播放1
随机播放2,http://121.36.90.79:6008/3415.php?id=随机播放2
随机播放3,http://121.36.90.79:6008/3415.php?id=随机播放3
随机播放4,http://121.36.90.79:6008/3415.php?id=随机播放4
随机播放5,http://121.36.90.79:6008/3415.php?id=随机播放5

咪咕全套,#genre# 
CCTV-01咪咕,http://goo.bkpcp.top/mg/cctv1 
CCTV-02咪咕,http://goo.bkpcp.top/mg/cctv2 
CCTV-03咪咕,http://goo.bkpcp.top/mg/cctv3 
CCTV-04咪咕,http://goo.bkpcp.top/mg/cctv4 
CCTV-05咪咕,http://goo.bkpcp.top/mg/cctv5 
CCTV-05+咪咕,http://goo.bkpcp.top/mg/cctv5p 
CCTV-06咪咕,http://goo.bkpcp.top/mg/cctv6 
CCTV-07咪咕,http://goo.bkpcp.top/mg/cctv7 
CCTV-08咪咕,http://goo.bkpcp.top/mg/cctv8 
CCTV-09咪咕,http://goo.bkpcp.top/mg/cctv9 
CCTV-10咪咕,http://goo.bkpcp.top/mg/cctv10 
CCTV-11咪咕,http://goo.bkpcp.top/mg/cctv11 
CCTV-12咪咕,http://goo.bkpcp.top/mg/cctv12 
CCTV-13咪咕,http://goo.bkpcp.top/mg/cctv13 
CCTV-14咪咕,http://goo.bkpcp.top/mg/cctv14 
CCTV-15咪咕,http://goo.bkpcp.top/mg/cctv15 
CCTV-17咪咕,http://goo.bkpcp.top/mg/cctv17 
辽宁卫视咪咕,http://goo.bkpcp.top/mg/lnws 
广东卫视咪咕,http://goo.bkpcp.top/mg/gdws 
浙江卫视咪咕,http://goo.bkpcp.top/mg/zjws 
河南卫视咪咕,http://goo.bkpcp.top/mg/hnws 
吉林卫视咪咕,http://goo.bkpcp.top/mg/jlws 
陕西卫视咪咕,http://goo.bkpcp.top/mg/sxws 
海峡卫视咪咕,http://goo.bkpcp.top/mg/hxws 
宁夏卫视咪咕,http://goo.bkpcp.top/mg/nxws 
云南卫视咪咕,http://goo.bkpcp.top/mg/ynws 
东方卫视咪咕,http://goo.bkpcp.top/mg/dfws 
重庆卫视咪咕,http://goo.bkpcp.top/mg/cqws 
内蒙古卫视咪咕,http://goo.bkpcp.top/mg/nmws 
甘肃卫视咪咕,http://goo.bkpcp.top/mg/gsws 
青海卫视咪咕,http://goo.bkpcp.top/mg/qhws 
山东卫视咪咕,http://goo.bkpcp.top/mg/sdws 
湖北卫视咪咕,http://goo.bkpcp.top/mg/hubws 
江西卫视咪咕,http://goo.bkpcp.top/mg/jxws 
江苏卫视咪咕,http://goo.bkpcp.top/mg/jsws 
大湾区卫视咪咕,http://goo.bkpcp.top/mg/dwqws 
广西卫视咪咕,http://goo.bkpcp.top/mg/gxws 
贵州卫视咪咕,http://goo.bkpcp.top/mg/gzws 
新疆卫视咪咕,http://goo.bkpcp.top/mg/xjws 
西藏卫视咪咕,http://goo.bkpcp.top/mg/xzws 
海南卫视咪咕,http://goo.bkpcp.top/mg/hinws 

CCTV-01咪咕,https://wyzy.online:55734/allinone/migu/608807420.m3u8?migutoken=3f3fe888074ad7042b139cb104da3fdf59eb80e32031332c2448f9a923db13d036f731e40bb8ece452a3fdf3314f7b64cb4bae1ab618cd2165667483ef27e37909fbd05b60d751a3ebaa9dd31e 
CCTV-02咪咕,https://wyzy.online:55734/allinone/migu/631780532.m3u8?migutoken=a3c7843dad3fb84abd7db904fad4299f0cdd6ddc53f3fe4b89e40767bd480e3249ea86b1baefb98c761fe3f6832305a65f2da89165522b9c75f003adb8e379817c967e97f7f6d98a5ad0b5e561 
CCTV-03咪咕,https://wyzy.online:55734/allinone/migu/624878271.m3u8?migutoken=c5fff2806e432e42a943c50448b8154d02191d2bfa260011f7c9c42c8604c73eead79f0c4f3288be3a0f07d52800839313373b834a287722a95439f70bcc798ad9704bf62f8ed5c7799136ef1f 
CCTV-04咪咕,https://wyzy.online:55734/allinone/migu/631780421.m3u8?migutoken=f2ca886348495f562bcb43a255341b04caec489faf3fa74930f9cfca50a7107bc993edb66d6d45c3f5f413cf47a28499215a815f3389076ad3f6dba51066c3dd257bea4f3a44032dc056bd6a0d 
CCTV-05咪咕,https://wyzy.online:55734/allinone/migu/641886683.m3u8?migutoken=3f61669137dd9271298d9f2d1899757c52c319fcd76246bffbe2bcf044f07663509b27207a88b408910a1fc9e5196fb11f9df492696ebc3dc9f3fedfe4bbddc1bc6d6681e722311484f88f7ec3 
CCTV-05+咪咕,https://wyzy.online:55734/allinone/migu/641886773.m3u8?migutoken=a92c85907ac25cbd4f963557553d36f53e456a5c94f312412d67251c36058d49a206c4ee1b6c2a09f1ba104dbb312a5de1e626316dfa8827a50edcbecf0a1192024a01485dc5735fa6095bb00b 
CCTV-06咪咕,https://wyzy.online:55734/allinone/migu/624878396.m3u8?migutoken=5e952b234b86af47f4a9740e1746ff193d1f0d246d257e6049424871f6c4e96f321ca7b4bcc62f1c3487f438904564f4b3b82f48ec23187c618f489b70cfd5dcb23d780aed13538eeb1b0bf779 
CCTV-07咪咕,https://wyzy.online:55734/allinone/migu/673168121.m3u8?migutoken=d241c72e0abaf706b883a48753858a74a839f7df4c4e9b7486b1da977c876f8047334f101d9c67816043359e34d4ac94f72e07744e1299507b1187882bea374ac7a574e3c8e847d8d87fe9cc74 
CCTV-08咪咕,https://wyzy.online:55734/allinone/migu/624878356.m3u8?migutoken=3392f18b17b5af7071a415425fec4905e58467df2617bc818c1ef11f9f91104da70da5cd3fd108fe216a6acab3dc3c91475406eedd564c47fddd506796ae7d811e11ee339269cc69422a61e5de 
CCTV-09咪咕,https://wyzy.online:55734/allinone/migu/673168140.m3u8?migutoken=a6c69950a16638304078d7d3cc2cf2a094afcb4072ec2c6cee6f220a2c6d8c41f1bd688bae7ef9ed7772b867c9acd7bec5ebfafd02d0dc111a533c7067bc87e684bc00a754050da19d5def43ee 
CCTV-10咪咕,https://wyzy.online:55734/allinone/migu/624878405.m3u8?migutoken=546beedb25a118c730c6882dde9e627b86019e8fa053786ab2d5fd1d0ad615024abdfb0797f607718467bf5503f78749a5df23439e2a18cd134c2e1e9d19853f271295340112663be12c1b69ef 
CCTV-11咪咕,https://wyzy.online:55734/allinone/migu/667987558.m3u8?migutoken=71031ec6292d520e772360e7b5ae46dbfd49b04a95d3f5777002d61b3b57f718bc306c52d66fd63253005e1d90baacd3932d922ed6d5f730ef78b36a1c7495da5cac88de56367dbf5720daa40a 
CCTV-12咪咕,https://wyzy.online:55734/allinone/migu/673168185.m3u8?migutoken=e3f0dd68a5ae0a89b7307ecbf69711dda2625c6725adc21e97e22736f7f96b8ba231315b7284a70f2fb6e27105bc479b11d6ec0bb038d000b696cd2244a903cb100adc230a957f38f1b1072159 
CCTV-13咪咕,https://wyzy.online:55734/allinone/migu/608807423.m3u8?migutoken=878d5fc30a48b30b5ea831c487a6a0c959533424b395ca025c1f29cb6742e627274110403da83c3088519ee14df2e312ae86d12fb7fa58b38975dc7c51a599c39470ade6d30c2acd0cf1d6a73d 
CCTV-14咪咕,https://wyzy.online:55734/allinone/migu/624878440.m3u8?migutoken=86c7fe78691ceea36920d2c0ed8e704f9f9f397a29d80669d7cf3500eb75f973571317e47c3ad30d3bd22591827fbc490c929d04816f0b1c8fae71b3b1df8413dd3338ca6754506897e2051b42 
CCTV-15咪咕,https://wyzy.online:55734/allinone/migu/673168223.m3u8?migutoken=263c7abb3fd20ead8676f7d31e488ebdea9115b8a7b5bb5c4231ad9fc0b86946a10616d0e2f29c07105cfd38ffa384fdcc01224c75909b18e162383b7af9402ae1f3eee44c1326aa11a228a3f8 
CCTV-17咪咕,https://wyzy.online:55734/allinone/migu/673168256.m3u8?migutoken=5838a9a2d53fdbd5234edefff70435e2dd12b1b4015485cc7d6a67ffb501edfd845953f34c0846b0a8bdf2d360c9669d01bf4fccd63ed1cfaa4427c397013060e931977929e6c1a3242e0b9c7f 
CCTV4欧洲咪咕,https://wyzy.online:55734/allinone/migu/608807419.m3u8?migutoken=0307110e4cf287b250605b1039f2f7020d3b5d36f69b3cfab3a93aaa2b9411277da318e01507ae8c436e5a03bb5d2cec5a0e5c5917358aa882ba8d0c7d72014ae8853980c6b79a32ceca5a508b 
CCTV4美洲咪咕,https://wyzy.online:55734/allinone/migu/608807416.m3u8?migutoken=5379fc4b49e4a79e7f0f45886743ebea55123235e57bd6bff476813784da2883e61c7c0a1d421440f241b58311f8f03dd38752886770281a9326cc5cae85c575af62012d9236eaee7532ef15f4 
CETV1咪咕,https://wyzy.online:55734/allinone/migu/923287154.m3u8?migutoken=fca80a3ac5e5c65e9c8c93d1d6544a13dfff00765b73506892ff083483493b79c318d50802be61c75c97133cb2312ca472d73cc771355eb358b15f3b50fab935270b26d0c9a10c67004a006691 
CETV2咪咕,https://wyzy.online:55734/allinone/migu/923287211.m3u8?migutoken=e7f56b78b23a17ea6d4640a11cdda0745087a46d229ddff125a838e7304edb5c7cd58131cb89f71464d98268c81420e809405e508da8cc5e14d96da3e070a414f6f96a0fa876675587ed275113 
CETV4咪咕,https://wyzy.online:55734/allinone/migu/923287339.m3u8?migutoken=4236cfdfdfb11dc50f5373b93b3b0fee536cab054047230f167b2bfe89927b5d59b87250e828b2d404c0a7714542f77b74bba8ec33c29dcaf2aed0f7ca64e70dd98aab26fb4c9f6d0402cc038d 
浙江卫视咪咕,http://zhfivel02.cztv.com/channel01/1080p.m3u8?auth_key=2524708799-0-0-adde67b1b344fdd5e512f30a4ae31915 
浙江卫视咪咕,http://zhfivel02.cztv.com/channel01/1080p.m3u8?auth_key=2524708799-0-0-adde67b1b344fdd5e512f30a4ae31915#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8 
浙江卫视咪咕,http://zhfivel02.cztv.com/channel01/1080p.m3u8?auth_key=2524708799-0-0-adde67b1b344fdd5e512f30a4ae31915#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8 
浙江卫视咪咕,http://zhfivel02.cztv.com/channel01/1080p.m3u8?auth_key=2524708799-0-0-adde67b1b344fdd5e512f30a4ae31915#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225514/1.m3u8 
浙江卫视咪咕,http://zhfivel02.cztv.com/channel01/1080p.m3u8?auth_key=2524708799-0-0-adde67b1b344fdd5e512f30a4ae31915#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225514/1.m3u8#http://39.134.65.175/PLTV/88888888/224/3221225514/1.m3u8 
浙江卫视咪咕,http://zhfivel02.cztv.com/channel01/1080p.m3u8?auth_key=2524708799-0-0-adde67b1b344fdd5e512f30a4ae31915#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225514/1.m3u8#http://39.134.65.175/PLTV/88888888/224/3221225514/1.m3u8#http://39.134.65.179/PLTV/88888888/224/3221225514/1.m3u8 
浙江卫视咪咕,http://zhfivel02.cztv.com/channel01/1080p.m3u8?auth_key=2524708799-0-0-adde67b1b344fdd5e512f30a4ae31915#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225514/1.m3u8#http://39.134.65.175/PLTV/88888888/224/3221225514/1.m3u8#http://39.134.65.179/PLTV/88888888/224/3221225514/1.m3u8#http://39.134.67.108/PLTV/88888888/224/3221225959/1.m3u8 
